"ADMINID","ENRORGID","PERMNUMBER","GRADE","GRADEBEGIN","GRADEEND","SY"
"SU021","PS142","1438788","04","09/08/2020","","2021"
"SU021","PS187","1438845","12","09/08/2020","09/09/2020","2021"
"SU021","PS295","1439018","04","09/08/2020","","2021"
"SU021","PS295","1439394","03","09/08/2020","","2021"
"SU021","PS295","1439525","02","09/08/2020","","2021"
"SU021","PS142","1440508","03","09/08/2020","","2021"
"SU021","PS142","1440516","02","09/08/2020","","2021"
"SU021","PS142","1440526","03","09/08/2020","","2021"
"SU021","PS115","1440528","02","09/08/2020","","2021"
"SU021","PS142","1440579","02","09/08/2020","","2021"
"SU021","PS115","1440613","02","09/08/2020","","2021"
"SU021","PS115","1440624","02","09/08/2020","","2021"
"SU021","PS115","1440663","02","09/08/2020","","2021"
"SU021","PS142","1440681","03","09/08/2020","","2021"
"SU021","PS142","1440688","03","09/08/2020","09/20/2020","2021"
"SU021","PS115","1440698","03","09/08/2020","","2021"
"SU021","PS142","1440787","02","09/08/2020","","2021"
"SU021","PS142","1440798","03","09/08/2020","","2021"
"SU021","PS115","1440827","02","11/19/2020","","2021"
"SU021","PS115","1440844","02","09/08/2020","","2021"
"SU021","PS142","1440850","02","09/08/2020","","2021"
"SU021","PS115","1440869","03","09/08/2020","","2021"
"SU021","PS295","1440982","03","09/08/2020","","2021"
"SU021","PS295","1441003","02","09/08/2020","","2021"
"SU021","PS295","1441004","03","09/08/2020","","2021"
"SU021","PS295","1441006","03","09/08/2020","","2021"
"SU021","PS295","1441014","02","09/08/2020","","2021"
"SU021","PS295","1441015","02","09/08/2020","","2021"
"SU021","PS295","1441022","02","09/08/2020","","2021"
"SU021","PS295","1441035","03","09/08/2020","","2021"
"SU021","PS295","1441045","03","09/08/2020","","2021"
"SU021","PS295","1441071","02","09/08/2020","","2021"
"SU021","PS295","1441094","03","09/08/2020","","2021"
"SU021","PS142","1441123","03","09/08/2020","","2021"
"SU021","PS295","1441124","03","09/08/2020","","2021"
"SU021","PS295","1441148","03","09/08/2020","","2021"
"SU021","PS142","1441221","03","09/08/2020","","2021"
"SU021","PS295","1441224","02","09/08/2020","","2021"
"SU021","PS295","1441229","02","09/08/2020","","2021"
"SU021","PS142","1441231","02","09/08/2020","","2021"
"SU021","PS295","1441232","02","09/08/2020","","2021"
"SU021","PS295","1441268","03","09/08/2020","","2021"
"SU021","PS295","1441313","03","09/08/2020","","2021"
"SU021","PS295","1441330","02","09/08/2020","","2021"
"SU021","PS295","1441340","03","09/08/2020","","2021"
"SU021","PS295","1441384","02","09/08/2020","","2021"
"SU021","PS295","1441390","02","09/08/2020","","2021"
"SU021","PS295","1441422","03","09/08/2020","","2021"
"SU021","PS142","1441432","02","09/08/2020","09/20/2020","2021"
"SU021","PS295","1441669","05","10/09/2020","","2021"
"SU021","PS295","1442162","01","09/08/2020","","2021"
"SU021","PS115","1442373","05","09/08/2020","","2021"
"SU021","PS295","1442409","05","09/08/2020","","2021"
"SU021","PS115","1442422","02","09/08/2020","","2021"
"SU021","PS142","1442532","02","09/08/2020","","2021"
"SU021","PS142","1442536","03","09/08/2020","","2021"
"SU021","PS115","1442554","01","09/08/2020","","2021"
"SU021","PS142","1442690","01","09/08/2020","11/15/2020","2021"
"SU021","PS115","1443387","02","09/08/2020","","2021"
"SU021","PS187","1443708","09","09/08/2020","","2021"
"SU021","PS295","1443760","01","09/08/2020","","2021"
"SU021","PS295","1443761","01","09/08/2020","","2021"
"SU021","PS295","1443762","01","09/08/2020","","2021"
"SU021","PS295","1443764","01","09/08/2020","","2021"
"SU021","PS295","1443765","01","09/08/2020","","2021"
"SU021","PS295","1443766","01","09/08/2020","","2021"
"SU021","PS295","1443767","01","09/08/2020","","2021"
"SU021","PS295","1443768","01","09/08/2020","","2021"
"SU021","PS295","1443769","01","09/08/2020","","2021"
"SU021","PS295","1443771","01","09/08/2020","","2021"
"SU021","PS295","1443782","01","09/08/2020","","2021"
"SU021","PS295","1443783","01","09/08/2020","","2021"
"SU021","PS295","1443784","01","09/08/2020","","2021"
"SU021","PS295","1443785","01","09/08/2020","","2021"
"SU021","PS295","1443787","01","09/08/2020","","2021"
"SU021","PS295","1443796","01","09/08/2020","","2021"
"SU021","PS295","1443797","01","09/08/2020","","2021"
"SU021","PS295","1443798","01","09/08/2020","","2021"
"SU021","PS295","1443799","02","09/08/2020","","2021"
"SU021","PS295","1443800","02","09/08/2020","","2021"
"SU021","PS295","1443801","02","09/08/2020","","2021"
"SU021","PS295","1443802","02","09/08/2020","","2021"
"SU021","PS295","1443803","02","09/08/2020","","2021"
"SU021","PS295","1443804","02","09/08/2020","","2021"
"SU021","PS295","1443805","02","09/08/2020","","2021"
"SU021","PS142","1443848","01","09/08/2020","","2021"
"SU021","PS142","1443849","01","09/08/2020","","2021"
"SU021","PS142","1443852","01","09/08/2020","01/26/2021","2021"
"SU021","PS295","1443852","01","01/27/2021","","2021"
"SU021","PS142","1443854","01","09/08/2020","","2021"
"SU021","PS142","1443855","02","09/08/2020","","2021"
"SU021","PS295","1443856","01","09/08/2020","","2021"
"SU021","PS295","1443858","02","09/08/2020","","2021"
"SU021","PS142","1443859","01","09/08/2020","","2021"
"SU021","PS142","1443860","01","09/08/2020","","2021"
"SU021","PS142","1443861","02","09/08/2020","","2021"
"SU021","PS115","1443909","01","09/08/2020","","2021"
"SU021","PS115","1443910","01","09/08/2020","","2021"
"SU021","PS115","1443911","01","09/08/2020","09/09/2020","2021"
"SU021","PS115","1443911","01","01/22/2021","","2021"
"SU021","PS115","1443912","01","09/08/2020","","2021"
"SU021","PS115","1443913","02","09/08/2020","","2021"
"SU021","PS187","1444154","10","09/08/2020","","2021"
"SU021","PS142","1444390","05","10/13/2020","","2021"
"SU021","PS295","1444481","02","09/08/2020","","2021"
"SU021","PS295","1444502","02","09/08/2020","","2021"
"SU021","PS295","1444504","02","01/04/2021","","2021"
"SU021","PS295","1444505","01","09/08/2020","","2021"
"SU021","PS295","1444508","02","09/08/2020","","2021"
"SU021","PS295","1444514","01","09/08/2020","","2021"
"SU021","PS295","1444527","01","09/08/2020","","2021"
"SU021","PS295","1444531","01","09/08/2020","","2021"
"SU021","PS142","1444595","01","09/08/2020","","2021"
"SU021","PS295","1444714","01","09/08/2020","","2021"
"SU021","PS295","1444743","KF","09/08/2020","","2021"
"SU021","PS187","1445390","09","09/08/2020","","2021"
"SU021","PS142","1445395","03","09/08/2020","","2021"
"SU021","PS295","1445434","03","09/08/2020","","2021"
"SU021","PS295","1445451","03","09/08/2020","","2021"
"SU021","PS295","1445554","03","09/08/2020","","2021"
"SU021","PS295","1445592","03","09/08/2020","","2021"
"SU021","PS295","1445667","05","09/08/2020","","2021"
"SU021","PS295","1445709","03","09/08/2020","","2021"
"SU021","PS295","1445764","03","09/08/2020","","2021"
"SU021","PS295","1445783","03","09/08/2020","","2021"
"SU021","PS295","1446546","02","09/08/2020","","2021"
"SU021","PS295","1447052","01","09/08/2020","","2021"
"SU021","PS115","1447508","06","09/08/2020","","2021"
"SU021","PS115","1447509","03","09/08/2020","","2021"
"SU021","PS187","1447939","10","09/08/2020","","2021"
"SU021","PS295","1448046","05","09/08/2020","","2021"
"SU021","PS187","1448069","10","09/08/2020","","2021"
"SU021","PS187","1449984","10","09/08/2020","","2021"
"SU021","PS295","1450204","02","09/08/2020","","2021"
"SU021","PS295","1450206","02","09/08/2020","","2021"
"SU021","PS295","1450207","02","09/08/2020","","2021"
"SU021","PS295","1450253","02","09/08/2020","","2021"
"SU021","PS295","1450255","06","09/08/2020","","2021"
"SU021","PS187","1450256","07","09/08/2020","","2021"
"SU021","PS295","1450286","PK","11/16/2020","","2021"
"SU021","PS187","1450513","07","09/08/2020","","2021"
"SU021","PS187","1452579","11","09/08/2020","","2021"
"SU021","PS295","1452917","KF","09/08/2020","","2021"
"SU021","PS115","1452918","KF","09/08/2020","","2021"
"SU021","PS295","1452919","KF","09/08/2020","","2021"
"SU021","PS295","1452920","01","11/23/2020","","2021"
"SU021","PS115","1452922","01","09/08/2020","","2021"
"SU021","PS187","1452923","11","09/08/2020","","2021"
"SU021","PS295","1452925","01","09/08/2020","","2021"
"SU021","PS295","1452926","KF","09/08/2020","","2021"
"SU021","PS295","1452927","KF","09/08/2020","","2021"
"SU021","PS115","1452928","KF","09/08/2020","","2021"
"SU021","PS295","1452930","01","09/08/2020","","2021"
"SU021","PS115","1452931","KF","09/08/2020","","2021"
"SU021","PS295","1452932","KF","09/08/2020","","2021"
"SU021","PS295","1452933","KF","09/08/2020","","2021"
"SU021","PS295","1452934","KF","09/08/2020","","2021"
"SU021","PS115","1452936","01","09/08/2020","","2021"
"SU021","PS115","1452937","KF","09/08/2020","","2021"
"SU021","PS115","1452938","KF","09/08/2020","","2021"
"SU021","PS115","1452939","KF","09/08/2020","","2021"
"SU021","PS115","1452940","KF","09/08/2020","","2021"
"SU021","PS295","1452941","01","09/08/2020","","2021"
"SU021","PS295","1452942","01","09/08/2020","","2021"
"SU021","PS295","1452945","KF","09/08/2020","","2021"
"SU021","PS295","1452946","01","09/08/2020","","2021"
"SU021","PS295","1452951","01","09/08/2020","","2021"
"SU021","PS295","1452952","KF","09/08/2020","","2021"
"SU021","PS115","1452953","KF","09/08/2020","","2021"
"SU021","PS295","1452954","01","09/08/2020","","2021"
"SU021","PS295","1452955","KF","09/08/2020","","2021"
"SU021","PS295","1452956","KF","09/08/2020","","2021"
"SU021","PS295","1452957","01","09/08/2020","","2021"
"SU021","PS295","1452958","01","09/08/2020","","2021"
"SU021","PS295","1452959","01","09/08/2020","","2021"
"SU021","PS295","1452962","01","09/08/2020","","2021"
"SU021","PS295","1452963","01","09/08/2020","","2021"
"SU021","PS295","1452966","01","09/08/2020","","2021"
"SU021","PS295","1452967","KF","09/08/2020","","2021"
"SU021","PS115","1452969","KF","09/08/2020","","2021"
"SU021","PS295","1452970","01","09/08/2020","","2021"
"SU021","PS295","1452972","KF","09/08/2020","","2021"
"SU021","PS295","1452973","01","09/08/2020","","2021"
"SU021","PS295","1452975","01","09/08/2020","","2021"
"SU021","PS295","1452976","KF","09/08/2020","","2021"
"SU021","PS295","1452977","01","09/08/2020","","2021"
"SU021","PS142","1452998","01","09/08/2020","","2021"
"SU021","PS295","1453096","KF","09/08/2020","01/03/2021","2021"
"SU021","PS142","1453288","KF","09/08/2020","","2021"
"SU021","PS142","1453289","KF","09/08/2020","","2021"
"SU021","PS142","1453290","KF","09/08/2020","","2021"
"SU021","PS142","1453291","KF","09/08/2020","","2021"
"SU021","PS142","1453293","KF","09/08/2020","","2021"
"SU021","PS115","1453295","KF","09/08/2020","","2021"
"SU021","PS295","1453297","01","09/08/2020","","2021"
"SU021","PS142","1453298","KF","09/08/2020","","2021"
"SU021","PS142","1453300","KF","09/08/2020","","2021"
"SU021","PS295","1453302","KF","09/08/2020","","2021"
"SU021","PS142","1453304","KF","09/08/2020","","2021"
"SU021","PS115","1453327","04","09/08/2020","","2021"
"SU021","PS295","1453390","KF","09/08/2020","","2021"
"SU021","PS295","1453394","KF","09/08/2020","","2021"
"SU021","PS295","1453395","KF","09/08/2020","","2021"
"SU021","PS142","1453396","KF","09/08/2020","","2021"
"SU021","PS142","1453397","01","09/08/2020","","2021"
"SU021","PS295","1453398","KF","09/08/2020","","2021"
"SU021","PS295","1453399","KF","09/08/2020","","2021"
"SU021","PS295","1453400","KF","09/08/2020","","2021"
"SU021","PS115","1453401","KF","09/08/2020","","2021"
"SU021","PS295","1453403","01","09/08/2020","","2021"
"SU021","PS295","1453405","KF","09/08/2020","","2021"
"SU021","PS295","1453406","KF","09/08/2020","","2021"
"SU021","PS142","1453407","01","09/08/2020","","2021"
"SU021","PS142","1453408","KF","09/08/2020","","2021"
"SU021","PS142","1453409","KF","09/08/2020","","2021"
"SU021","PS295","1453410","KF","09/08/2020","","2021"
"SU021","PS115","1453798","KF","09/08/2020","","2021"
"SU021","PS295","1453858","KF","09/08/2020","","2021"
"SU021","PS295","1454202","01","09/08/2020","","2021"
"SU021","PS295","1454203","01","09/08/2020","","2021"
"SU021","PS295","1454204","01","09/08/2020","","2021"
"SU021","PS295","1454205","01","09/08/2020","","2021"
"SU021","PS295","1455073","PK","11/02/2020","","2021"
"SU021","PS295","1457100","PK","01/07/2021","","2021"
"SU021","PS142","1457146","01","09/08/2020","","2021"
"SU021","PS142","1457147","01","09/08/2020","","2021"
"SU021","PS142","1457148","01","09/08/2020","10/04/2020","2021"
"SU021","PS142","1457149","01","09/08/2020","","2021"
"SU021","PS142","1457150","01","09/08/2020","","2021"
"SU021","PS142","1457151","01","09/08/2020","","2021"
"SU021","PS142","1457152","01","09/08/2020","","2021"
"SU021","PS142","1457153","01","09/08/2020","","2021"
"SU021","PS142","1457154","01","09/08/2020","","2021"
"SU021","PS295","1457245","02","09/08/2020","","2021"
"SU021","PS295","1457246","04","09/08/2020","","2021"
"SU021","PS295","1457247","KF","09/08/2020","","2021"
"SU021","PS295","1457248","02","09/08/2020","","2021"
"SU021","PS295","1457249","05","09/08/2020","","2021"
"SU021","PS187","1457250","07","09/08/2020","","2021"
"SU021","PS115","1457252","EE","09/08/2020","","2021"
"SU021","PS142","1457253","EE","09/08/2020","","2021"
"SU021","PS295","1457254","PK","09/08/2020","","2021"
"SU021","PS295","1457255","KF","09/08/2020","","2021"
"SU021","PS295","1457256","PK","09/08/2020","","2021"
"SU021","PS295","1457257","01","09/08/2020","","2021"
"SU021","PS295","1457258","EE","09/08/2020","","2021"
"SU021","PS295","1457259","EE","09/08/2020","","2021"
"SU021","PS295","1457260","PK","09/22/2020","","2021"
"SU021","PS295","1457262","PK","09/08/2020","","2021"
"SU021","PS295","1457263","KF","09/08/2020","","2021"
"SU021","PS187","1457265","10","09/08/2020","","2021"
"SU021","PS115","1457268","PK","09/08/2020","","2021"
"SU021","PS295","1457269","KF","09/08/2020","","2021"
"SU021","PS115","1457270","PK","09/08/2020","","2021"
"SU021","PS115","1457271","PK","09/08/2020","","2021"
"SU021","PS142","1457272","KF","09/08/2020","","2021"
"SU021","PS295","1457273","EE","11/09/2020","","2021"
"SU021","PS187","1457274","12","09/08/2020","","2021"
"SU021","PS115","1457275","PK","09/08/2020","","2021"
"SU021","PS295","1457277","KF","09/08/2020","","2021"
"SU021","PS295","1457278","PK","09/08/2020","","2021"
"SU021","PS142","1457279","PK","09/08/2020","","2021"
"SU021","PS142","1457281","KF","09/08/2020","","2021"
"SU021","PS295","1457282","01","09/08/2020","","2021"
"SU021","PS295","1457283","KF","09/08/2020","","2021"
"SU021","PS115","1457284","PK","09/08/2020","","2021"
"SU021","PS142","1457285","KF","09/08/2020","","2021"
"SU021","PS295","1457286","PK","09/08/2020","","2021"
"SU021","PS142","1457287","EE","09/08/2020","","2021"
"SU021","PS115","1457288","EE","09/08/2020","","2021"
"SU021","PS295","1457290","PK","09/08/2020","","2021"
"SU021","PS295","1457291","02","09/08/2020","","2021"
"SU021","PS115","1457292","PK","09/08/2020","","2021"
"SU021","PS187","1457293","08","09/08/2020","","2021"
"SU021","PS295","1457294","KF","09/08/2020","","2021"
"SU021","PS295","1457297","PK","09/08/2020","","2021"
"SU021","PS142","1457298","KF","09/08/2020","","2021"
"SU021","PS142","1457299","KF","09/08/2020","","2021"
"SU021","PS115","1457300","PK","09/08/2020","","2021"
"SU021","PS295","1457302","KF","09/08/2020","","2021"
"SU021","PS295","1457303","KF","09/08/2020","","2021"
"SU021","PS295","1457304","PK","09/08/2020","","2021"
"SU021","PS295","1457306","KF","09/08/2020","","2021"
"SU021","PS295","1457307","06","09/08/2020","","2021"
"SU021","PS295","1457310","PK","09/08/2020","","2021"
"SU021","PS187","1457311","10","09/08/2020","","2021"
"SU021","PS295","1457312","PK","09/08/2020","","2021"
"SU021","PS295","1457314","05","09/08/2020","","2021"
"SU021","PS187","1457315","10","09/08/2020","","2021"
"SU021","PS187","1457317","11","09/08/2020","","2021"
"SU021","PS295","1457318","PK","10/19/2020","","2021"
"SU021","PS142","1457320","EE","09/08/2020","","2021"
"SU021","PS295","1457430","PK","09/08/2020","","2021"
"SU021","PS295","1457444","PK","09/08/2020","","2021"
"SU021","PS295","1457445","PK","09/08/2020","","2021"
"SU021","PS295","1457948","03","09/08/2020","","2021"
"SU021","PS142","1457957","EE","09/08/2020","","2021"
"SU021","PS295","1457965","KF","09/08/2020","","2021"
"SU021","PS295","1458172","PK","09/08/2020","","2021"
"SU021","PS295","1459020","PK","09/08/2020","","2021"
"SU021","PS187","1459034","11","09/08/2020","","2021"
"SU021","PS295","1459127","KF","09/08/2020","","2021"
"SU021","PS142","1459171","06","09/08/2020","09/21/2020","2021"
"SU021","PS142","1459171","06","11/16/2020","","2021"
"SU021","PS142","1459209","PK","09/08/2020","","2021"
"SU021","PS295","1459732","PK","09/08/2020","","2021"
"SU021","PS295","1459844","PK","09/08/2020","","2021"
"SU021","PS115","1459926","KF","03/09/2020","","2021"
"SU021","PS295","1459927","05","09/08/2020","","2021"
"SU021","PS295","1459928","PK","10/19/2020","","2021"
"SU021","PS187","1459930","11","09/08/2020","","2021"
"SU021","PS187","1459945","10","10/01/2020","","2021"
"SU021","PS187","1459955","10","09/08/2020","","2021"
"SU021","PS295","1463464","PK","09/08/2020","","2021"
"SU021","PS295","1463465","EE","09/08/2020","","2021"
"SU021","PS115","1463466","03","09/08/2020","09/09/2020","2021"
"SU021","PS295","1463467","KF","09/08/2020","","2021"
"SU021","PS295","1463468","KF","09/08/2020","","2021"
"SU021","PS295","1463469","KF","09/08/2020","","2021"
"SU021","PS187","1463471","08","09/08/2020","","2021"
"SU021","PS295","1463472","KF","09/08/2020","","2021"
"SU021","PS295","1463473","PK","09/08/2020","","2021"
"SU021","PS295","1463474","KF","09/08/2020","","2021"
"SU021","PS187","1463475","11","09/08/2020","","2021"
"SU021","PS295","1463623","KF","09/08/2020","","2021"
"SU021","PS295","1463624","02","09/08/2020","","2021"
"SU021","PS295","1463625","KF","09/08/2020","","2021"
"SU021","PS295","1464639","06","09/08/2020","","2021"
"SU021","PS295","1464640","03","09/08/2020","","2021"
"SU021","PS295","1464825","KF","09/08/2020","","2021"
"SU021","PS295","1464826","PK","09/08/2020","","2021"
"SU021","PS295","1464827","PK","09/08/2020","","2021"
"SU021","PS295","1464829","PK","09/08/2020","","2021"
"SU021","PS295","1464830","PK","09/08/2020","","2021"
"SU021","PS295","1464831","KF","09/08/2020","","2021"
"SU021","PS295","1464931","PK","09/08/2020","","2021"
"SU021","PS295","1464932","PK","09/08/2020","","2021"
"SU021","PS295","1464933","PK","09/08/2020","","2021"
"SU021","PS295","1464934","PK","09/08/2020","","2021"
"SU021","PS295","1465080","PK","09/08/2020","","2021"
"SU021","PS295","1465081","PK","09/08/2020","","2021"
"SU021","PS295","1465298","PK","09/08/2020","","2021"
"SU021","PS142","1465299","PK","09/08/2020","","2021"
"SU021","PS142","1465300","PK","09/08/2020","","2021"
"SU021","PS295","1465301","KF","09/14/2020","","2021"
"SU021","PS295","1465302","03","09/10/2020","","2021"
"SU021","PS115","1465526","PK","09/08/2020","","2021"
"SU021","PS142","1465527","PK","09/08/2020","","2021"
"SU021","PS115","1465528","PK","09/08/2020","","2021"
"SU021","PS115","1465529","PK","09/08/2020","","2021"
"SU021","PS115","1465530","PK","09/08/2020","","2021"
"SU021","PS115","1465531","PK","09/08/2020","","2021"
"SU021","PS115","1465532","PK","09/08/2020","","2021"
"SU021","PS295","1465533","PK","09/08/2020","","2021"
"SU021","PS115","1465534","PK","09/08/2020","","2021"
"SU021","PS115","1465535","PK","09/08/2020","","2021"
"SU021","PS295","1465536","PK","09/08/2020","","2021"
"SU021","PS295","1465622","PK","09/08/2020","10/08/2020","2021"
"SU021","PS295","1465623","PK","09/08/2020","","2021"
"SU021","PS295","1465624","PK","09/08/2020","","2021"
"SU021","PS295","1465625","PK","09/08/2020","12/23/2020","2021"
"SU021","PS295","1465626","PK","09/08/2020","12/23/2020","2021"
"SU021","PS295","1465627","PK","09/08/2020","","2021"
"SU021","PS295","1465729","PK","09/08/2020","12/03/2020","2021"
"SU021","PS115","1465750","PK","09/08/2020","","2021"
"SU021","PS142","1466051","PK","09/21/2020","","2021"
"SU021","PS142","1466152","PK","09/08/2020","","2021"
"SU021","PS142","1466153","PK","09/08/2020","","2021"
"SU021","PS187","1466954","09","10/20/2020","","2021"
"SU021","PS187","1466955","08","10/20/2020","","2021"
"SU021","PS295","1468223","PK","10/19/2020","","2021"
"SU021","PS142","1468560","03","10/29/2020","","2021"
"SU021","PS142","1468633","PK","10/19/2020","","2021"
"SU021","PS295","1468648","PK","10/19/2020","","2021"
"SU021","PS295","1468673","PK","09/08/2020","","2021"
"SU021","PS295","1468674","PK","09/08/2020","","2021"
"SU021","PS295","1468675","PK","09/08/2020","","2021"
"SU021","PS295","1468676","PK","09/08/2020","","2021"
"SU021","PS187","1468817","10","11/10/2020","03/07/2021","2021"
"SU021","PS187","1468818","08","11/10/2020","","2021"
"SU021","PS115","1469397","PK","11/02/2020","","2021"
"SU021","PS142","1469522","PK","10/19/2020","","2021"
"SU021","PS295","1470183","01","01/26/2021","","2021"
